RA,DEC,radius,env_flag
170.051565,67.2416283,37.421504974365234,1.0
181.7981835,67.2352346,39.913631439208984,3.0
181.684764,67.1628529,48.76646423339844,3.0
184.487625,67.0966552,10.595495223999023,1.0
181.3248015,66.9598163,12.91579818725586,3.0
157.21905,66.806198,37.3354377746582,1.0
181.444602,66.744559,21.043659210205078,1.0
171.92164200000002,66.5898139,67.00716400146484,1.0
191.684187,66.4658345,7.4322662353515625,1.0
188.006316,66.3326096,61.676719665527344,3.0
181.6611345,66.3095868,18.712045669555664,10.0
204.01084649999999,66.3025188,31.631607055664062,1.0
142.8726931288895,66.27463899705693,72.26679992675781,1.0
183.9994935,66.2308374,55.478057861328125,1.0
141.465528,66.1690179,25.06972312927246,1.0
183.892347,66.132876,14.392003059387207,10.0
141.50615051116327,66.12988768345582,8.284406661987305,1.0
189.009552,66.1049784,16.00004768371582,3.0
162.24303450000002,66.0946261,42.278663635253906,1.0
162.6465675,66.0451221,23.3949031829834,1.0
185.8608975,65.9853736,15.744223594665527,10.0
183.816015,65.9853551,58.09265899658203,10.0
184.41673350000002,65.9787885,12.193300247192383,10.0
185.2381605,65.9478932,10.595495223999023,10.0
177.4196055,65.9290311,27.631244659423828,1.0
184.67946,65.8982863,116.17729187011719,10.0
184.66995,65.8669977,14.897769927978516,10.0
185.69484749999998,65.843786,59.17268371582031,10.0
162.522966,65.8376408,11.725226402282715,10.0
184.20743099999999,65.8299067,33.7381477355957,10.0
162.76251000000002,65.7815552,27.047134399414062,10.0
171.361428,65.7686308,9.911086082458496,1.0
185.5530225,65.7159347,15.139839172363281,10.0
137.9743005,65.7109686,11.698259353637695,1.0
163.3265895,65.702626,29.452438354492188,10.0
162.835896,65.6818686,12.738587379455566,10.0
198.23040450000002,65.6353749,10.165324211120605,5.0
171.823566,65.6011281,9.865549087524414,1.0
182.398719,65.5950995,42.56558609008789,10.0
185.8682265,65.556719,10.3543119430542,10.0
162.403989,65.5312734,73.98117065429688,1.0
160.244091,65.5152,9.486832618713379,1.0
108.86309999999999,65.441704,27.29739761352539,1.0
245.71168500000002,65.437698,35.49124526977539,1.0
164.01786600000003,65.4152562,11.888340950012207,1.0
181.8581325,65.4125513,31.413856506347656,1.0
245.2411845,65.3901677,62.67888259887695,1.0
206.466477,65.3860233,22.600666046142578,5.0
139.39989450000002,65.3764586,16.54932403564453,1.0
155.456103,65.3702753,14.096823692321777,3.0
168.059349,65.2254575,26.799163818359375,3.0
155.73348000000001,65.2008367,9.101673126220703,3.0
183.10145400000002,65.1742034,23.341096878051758,10.0
182.0248725,65.1741769,176.24681091308594,10.0
155.180571,65.1720981,36.15107727050781,3.0
183.0986775,65.1215709,13.555678367614746,10.0
181.9860045,65.1139875,15.456859588623047,10.0
158.14523400000002,65.0410942,51.53725051879883,10.0
186.32816250000002,64.9335186,37.50777053833008,1.0
227.659227,64.8986237,18.49785041809082,1.0
158.0871735,64.8681871,8.262685775756836,10.0
170.336256,64.8596082,8.224722862243652,1.0
186.83483999999999,64.8015378,123.91425323486328,1.0
163.280067,64.7953029,15.035616874694824,1.0
232.0027905,64.7631544,55.22315979003906,1.0
182.5522815,64.7605927,32.2939567565918,10.0
158.32338299999998,64.7493744,41.79470443725586,10.0
148.8809685,64.7139636,19.099077224731445,1.0
186.1472895,64.7096686,13.555678367614746,1.0
163.52247300000002,64.7080792,19.509845733642578,1.0
158.4150195,64.688093,15.492490768432617,10.0
153.85822349999998,64.6356187,11.806502342224121,1.0
191.5036665,64.5693666,59.30908966064453,1.0
188.5258575,64.5674101,34.52401351928711,1.0
246.180132,64.5117057,28.914871215820312,1.0
158.3450565,64.5016236,39.09500503540039,1.0
147.6504315,64.4881076,33.58313751220703,3.0
158.7327525,64.4759227,9.820220947265625,10.0
183.69764550000002,64.4586356,12.534911155700684,1.0
195.145446,64.4471169,20.99526023864746,1.0
181.139913,64.4374442,42.768226623535156,10.0
187.5190245,64.4187106,8.914998054504395,10.0
181.97314799999998,64.3899499,10.28303337097168,10.0
180.6544515,64.3764675,35.98497772216797,10.0
207.97328100000001,64.3728386,19.503890991210938,5.0
240.6162495,64.3534167,23.82984733581543,1.0
179.02950149999998,64.3507313,21.140792846679688,1.0
177.6588225,64.3503746,27.486614227294922,3.0
177.7595205,64.327121,13.035306930541992,3.0
188.23154250000002,64.3077902,21.140792846679688,10.0
155.454036,64.2997892,17.38286018371582,1.0
159.50678100000002,64.2663581,15.853357315063477,1.0
251.233551,64.2650073,7.675757884979248,1.0
180.934734,64.2580319,11.223318099975586,1.0
140.44103850000002,64.2578861,112.49189758300781,10.0
157.861722,64.2570462,10.4983549118042,1.0
140.2978455,64.2523604,31.413856506347656,10.0
140.375313,64.238662,14.227259635925293,10.0
187.946697,64.2337753,43.764427185058594,10.0
147.200166,64.167634,45.198211669921875,3.0
171.9289785,64.1670534,9.596685409545898,1.0
187.202178,64.1591419,15.385841369628906,10.0
171.71032649999998,64.1381556,51.41872024536133,3.0
192.2752995,64.1321553,13.681107521057129,1.0
237.866949,64.1258435,29.048336029052734,1.0
154.8783135,64.1190129,10.09534740447998,1.0
140.0849025,64.1029681,101.65324401855469,10.0
188.6207325,64.0988696,8.281733512878418,10.0
184.95792749999998,64.0901387,9.574613571166992,1.0
170.673873,64.0666609,49.21769332885742,3.0
187.97599499999998,64.0431495,9.228290557861328,10.0
187.452429,64.0333198,36.823177337646484,1.0
170.155329,64.0189138,20.0,1.0
163.776408,63.993209,31.34160614013672,1.0
188.198613,63.9392102,77.11186981201172,10.0
187.6192995,63.9204101,22.548686981201172,10.0
204.472935,63.9194728,11.537753105163574,1.0
182.741625,63.9145828,49.7876091003418,1.0
150.4793895,63.8926501,27.171977996826172,1.0
181.80058350000002,63.8907166,24.781139373779297,1.0
193.6707585,63.8903301,7.782537937164307,1.0
188.1411465,63.8776798,45.09425735473633,10.0
244.315089,63.8531508,35.73725891113281,5.0
173.42157749999998,63.8238535,7.29661226272583,1.0
191.01290849999998,63.8038462,34.92378234863281,1.0
188.6019765,63.8022909,9.059855461120605,10.0
198.116757,63.7996148,14.863505363464355,5.0
183.731439,63.7827974,50.13271713256836,1.0
183.603291,63.7705319,15.315150260925293,1.0
241.015767,63.7129334,46.78657531738281,1.0
156.59037750000002,63.7093288,7.800478458404541,1.0
100.8841245,63.7058889,30.0,1.0
202.092756,63.6854632,7.818460464477539,5.0
165.8530635,63.6731473,8.224722862243652,1.0
193.975848,63.6119566,36.90806198120117,1.0
264.1554,63.5838676,9.820220947265625,1.0
188.6422935,63.5250546,72.96611785888672,10.0
207.00048149999998,63.5225269,12.10936164855957,5.0
190.23882749999999,63.5196496,60.27278518676758,3.0
190.59880950000002,63.486809,27.90576934814453,1.0
174.9830625,63.455518,9.122654914855957,1.0
203.59492799999998,63.4485992,10.967844009399414,5.0
184.0534815,63.4432267,18.03521156311035,3.0
178.88063400000001,63.4404409,24.44112777709961,1.0
155.10074400000002,63.4394613,31.176490783691406,1.0
194.537127,63.4331278,11.223318099975586,1.0
179.9616675,63.4262873,18.28610610961914,5.0
184.232544,63.4099203,52.01411819458008,3.0
160.544226,63.4086714,22.34195899963379,1.0
185.50943999999998,63.4049146,10.84229564666748,1.0
170.22996,63.4045252,31.054264068603516,1.0
209.4486915,63.397054,47.76626205444336,5.0
190.533669,63.3903292,20.85072898864746,3.0
184.07196,63.3883945,12.767951965332031,3.0
170.87853,63.3672129,20.096538543701172,1.0
190.9277865,63.3612153,10.30673885345459,1.0
181.6295025,63.3525092,11.51121711730957,3.0
190.1480745,63.3498434,26.984928131103516,1.0
157.4719485,63.3083175,7.347189903259277,1.0
169.651491,63.2806675,25.3000431060791,3.0
173.3360655,63.280075,69.6821060180664,1.0
169.258881,63.269007,15.105018615722656,3.0
161.65347,63.2241505,122.21408081054688,1.0
172.4973165,63.223421,17.66530990600586,1.0
108.12105,63.192799,30.0,3.0
181.337364,63.1566096,23.127103805541992,3.0
156.788037,63.1514483,22.34195899963379,1.0
157.1154645,63.1458314,23.448833465576172,1.0
174.75188699999998,63.1428447,17.302993774414062,1.0
245.19670887698368,63.122356499278304,33.374664306640625,1.0
245.21,63.1211,26.31002426147461,1.0
253.015095,63.1157615,22.704986572265625,5.0
142.5652245,63.112039,19.820802688598633,10.0
201.1445085,63.0923155,25.3000431060791,1.0
253.17335549999999,63.0263627,12.975415229797363,5.0
170.3613075,63.0244904,26.49239730834961,3.0
202.687749,63.0240244,10.18875789642334,1.0
169.80121350000002,63.0214643,22.445085525512695,1.0
191.3698965,63.0089516,22.91507339477539,1.0
180.438951,62.9686884,21.140792846679688,1.0
146.9316615,62.8603397,11.943215370178223,1.0
206.79625800000002,62.8350702,13.61824893951416,5.0
202.3838175,62.8245094,31.777612686157227,3.0
175.173246,62.7710665,22.548686981201172,1.0
203.04332399999998,62.767743,55.09614944458008,3.0
207.504222,62.7303603,27.234615325927734,1.0
228.33702,62.7293671,28.715822219848633,1.0
130.7428695,62.7055483,28.387115478515625,1.0
203.02868550000002,62.7007228,50.830135345458984,3.0
206.381148,62.6593135,17.104928970336914,5.0
243.62550000000002,62.5366944,41.50699234008789,5.0
202.5150195,62.5115364,47.54679489135742,5.0
181.0494675,62.5053948,52.495399475097656,10.0
180.680484,62.4978635,21.9847354888916,10.0
142.394067,62.4906177,70.00373840332031,3.0
169.8578085,62.4839302,12.44862174987793,1.0
261.8770515,62.4580387,2.911530017852783,5.0
207.62842049999998,62.4469654,13.005326271057129,5.0
245.21731112326881,62.433934050249185,0.2904449999332428,5.0
262.56939900000003,62.4268106,9.101673126220703,5.0
180.621456,62.4172385,38.02955627441406,10.0
162.820347,62.4133922,9.752618789672852,1.0
182.1688425,62.3816638,23.93984031677246,1.0
186.65844900000002,62.3793491,25.711135864257812,1.0
190.9997295,62.3334484,23.557069778442383,3.0
180.43368750000002,62.3258981,47.876373291015625,15.0
237.85522799999998,62.3100354,174.2293243408203,1.0
197.22706050000002,62.3063451,26.49239730834961,3.0
182.445501,62.2685136,61.81889724731445,1.0
191.050245,62.2474566,18.841751098632812,3.0
172.759089,62.2450314,16.813434600830078,1.0
200.3801805,62.2434576,19.820802688598633,1.0
174.78921599999998,62.2311982,9.552592277526855,1.0
117.1385985,62.2074033,36.40166473388672,1.0
191.0500305,62.1720669,18.102779388427734,3.0
180.55084349999998,62.13726,77.11186981201172,15.0
153.0499635,62.0971141,13.712645530700684,1.0
197.26725,62.0837483,10.30673885345459,3.0
168.59437350000002,62.072099,25.949037551879883,1.0
177.3611445,62.0556704,20.32924461364746,15.0
191.09662649999999,62.0520161,73.94012451171875,1.0
141.026337,62.029885,30.48746109008789,3.0
202.74871050000002,62.0246639,35.40961837768555,1.0
205.84798650000002,62.0099686,15.963248252868652,1.0
203.6731335,61.9933602,25.125879287719727,1.0
177.99220649999998,61.931653,26.553468704223633,1.0
259.1987715,61.9201085,39.09500503540039,8.0
152.9346735,61.8961918,8.976794242858887,1.0
180.36171900000002,61.8957613,145.5865478515625,15.0
144.54278399999998,61.8698982,18.972354888916016,1.0
209.678676,61.862623,14.491764068603516,5.0
259.180314,61.8505737,13.712645530700684,8.0
173.18350800000002,61.8268881,35.573062896728516,3.0
260.8991895,61.8237307,11.249190330505371,5.0
222.2788515,61.7908999,10.52255630493164,1.0
243.761709,61.7819444,9.911086082458496,5.0
259.4708505,61.7807683,31.92428970336914,8.0
178.911426,61.7776845,11.564351081848145,1.0
210.7518465,61.751794,26.553468704223633,8.0
111.116208,61.6939167,97.75100708007812,1.0
164.7949815,61.6852132,10.378181457519531,1.0
208.347228,61.6717257,35.16585922241211,5.0
186.2790255,61.6575366,27.29739761352539,1.0
205.4188785,61.6481359,10.668939590454102,5.0
171.97947000000002,61.626409,9.399857521057129,1.0
107.274792,61.5955,56.77030944824219,1.0
153.0100935,61.5902921,7.364126682281494,1.0
223.1755995,61.5674528,8.111875534057617,1.0
211.3526445,61.5670733,12.621798515319824,8.0
236.439528,61.555822,42.08441162109375,1.0
164.8575795,61.5515727,23.72035789489746,3.0
164.78747850000002,61.5306337,53.842010498046875,3.0
166.82500050000002,61.5241667,32.24814987182617,3.0
184.96841700000002,61.5197222,7.711187362670898,1.0
195.12384,61.5053378,9.842859268188477,1.0
120.462849,61.4131356,25.010435104370117,3.0
210.53635500000001,61.4123998,9.20706558227539,8.0
120.36375000000001,61.405399,23.341096878051758,1.0
167.30155050000002,61.3963489,23.665803909301758,1.0
120.63770399999999,61.3879135,44.88706970214844,3.0
269.91080850000003,61.3594069,41.411529541015625,1.0
257.543478,61.3504145,24.781139373779297,5.0
120.95726700000002,61.3468217,24.105783462524414,3.0
167.7351645,61.3467955,36.15107727050781,3.0
165.16676999999999,61.3209282,53.47136306762695,3.0
164.7880695,61.2837282,8.692030906677246,1.0
209.8874235,61.2649284,26.128908157348633,8.0
206.295417,61.2594866,9.3782377243042,5.0
206.0713725,61.2349791,13.744256973266602,5.0
178.242993,61.2160907,38.82587432861328,1.0
228.77031449999998,61.2029564,7.364126682281494,5.0
177.30195,61.1946491,10.474209785461426,1.0
104.299995,61.191667,30.0,1.0
261.82658699999996,61.1776995,31.26952362060547,5.0
186.2725275,61.153113,19.369626998901367,3.0
227.71261950000002,61.1478405,14.292929649353027,5.0
207.2358975,61.1324829,18.03521156311035,15.0
255.867045,61.10879,13.58692741394043,8.0
238.5324,61.1017,20.659568786621094,1.0
186.224142,61.0636997,33.428836822509766,3.0
207.140268,61.0258878,10.917450904846191,10.0
207.38294399999998,61.0160871,10.892341613769531,15.0
175.4438415,60.9945906,7.032686233520508,1.0
210.8343615,60.9901968,43.966434478759766,1.0
206.69241300000002,60.9867156,16.831439971923828,15.0
206.751702,60.9730644,129.754150390625,15.0
256.8030195,60.9206687,15.174739837646484,8.0
176.102055,60.8840823,14.55865478515625,1.0
220.5688485,60.8730624,13.967582702636719,1.0
178.454184,60.8693401,17.746849060058594,15.0
102.5361405,60.845746,68.72602844238281,3.0
209.65790550000003,60.7968636,41.79470443725586,15.0
205.56680699999998,60.7769092,33.89387893676758,15.0
153.7363005,60.7657619,13.247113227844238,1.0
256.9186545,60.7508328,40.74940490722656,8.0
206.60666400000002,60.7449137,24.384916305541992,15.0
256.9039725,60.7287914,39.45674514770508,8.0
163.62379800000002,60.7241376,19.192045211791992,1.0
168.806658,60.7009674,44.78383255004883,1.0
208.53901050000002,60.6780593,41.22126007080078,1.0
175.8625905,60.6764178,32.44301986694336,5.0
178.306944,60.6755863,166.38771057128906,15.0
104.127117,60.6516828,24.952913284301758,3.0
156.9882705,60.6341334,16.831439971923828,1.0
218.415021,60.5826812,15.244783401489258,1.0
229.8234435,60.5766619,10.450119018554688,5.0
160.55562450000002,60.5600383,8.5333833694458,1.0
253.12424999999996,60.5145556,26.00885581970215,5.0
172.71036900000001,60.5022622,25.358366012573242,1.0
176.505213,60.5017777,17.828763961791992,15.0
136.88985,60.479436,85.92533874511719,10.0
198.411579,60.4704593,22.704986572265625,5.0
151.16066700000002,60.4661895,18.370512008666992,1.0
141.9738435,60.4057269,12.621798515319824,1.0
222.441969,60.3985749,24.384916305541992,1.0
137.6683935,60.3935375,10.718185424804688,10.0
203.414466,60.3873173,24.49747085571289,1.0
166.4736105,60.3746497,17.38286018371582,8.0
206.621859,60.3708654,32.2939567565918,10.0
151.05609149999998,60.3706388,16.289363861083984,3.0
166.3918755,60.3685,30.0,8.0
161.125833,60.367778,48.31937026977539,1.0
119.21775,60.3493611,54.96943283081055,3.0
238.5804315,60.3456078,30.0,5.0
101.6315835,60.3403333,44.373252868652344,1.0
180.33710399999998,60.3375665,13.065356254577637,15.0
179.23488,60.3294588,20.423080444335938,15.0
131.8836675,60.3204908,10.4983549118042,3.0
206.65147129038905,60.313016315246806,39.39961242675781,10.0
148.30408350000002,60.3122752,9.888291358947754,1.0
199.20711,60.3094159,14.592216491699219,1.0
206.64292171576395,60.30703311444384,9.585419654846191,10.0
119.05924949999999,60.3041389,25.183799743652344,3.0
175.12971,60.2989222,43.764427185058594,8.0
192.05601000000001,60.2714977,28.981525421142578,1.0
166.699833,60.2630204,24.328832626342773,8.0
138.250638,60.2512929,22.239307403564453,10.0
197.9653305,60.2472711,37.50777053833008,1.0
138.26814000000002,60.2449277,29.52033233642578,10.0
138.51322050000002,60.2380588,11.275121688842773,10.0
261.660639,60.2326807,30.0,3.0
132.299184,60.2211886,133.38937377929688,3.0
207.31345199999998,60.1904759,168.702392578125,10.0
126.973992,60.174084,15.59988021850586,1.0
174.86299050000002,60.1728463,30.0,8.0
135.4310835,60.1573545,14.03205394744873,3.0
101.663325,60.145802,32.21968078613281,1.0
207.72397650000002,60.1417849,9.97978687286377,10.0
142.53108300000002,60.1395711,28.782018661499023,1.0
128.5241445,60.1306606,18.841751098632812,1.0
192.32164799999998,60.1260268,15.221643447875977,1.0
176.02034849999998,60.1197738,57.427677154541016,1.0
151.13229600000003,60.1079352,29.452438354492188,3.0
173.778081,60.1052502,15.385841369628906,1.0
262.116981,60.0942171,26.31002426147461,3.0
242.35733399999998,60.0884726,26.31002426147461,5.0
233.7023415,60.0857205,7.711187362670898,5.0
207.04917450000002,60.0852236,10.668939590454102,15.0
100.029333,60.0806389,60.134159088134766,1.0
208.68426300000002,60.0754538,12.47731876373291,1.0
137.2486665,60.0628269,29.048336029052734,10.0
163.4844285,60.0452528,17.104928970336914,1.0
238.17189,60.043465,13.712645530700684,5.0
137.906052,60.0373225,169.09129333496094,10.0
207.4299165,60.018637,22.704986572265625,15.0
261.8202945,60.0140134,36.65399169921875,3.0
174.05125950000001,59.976498,37.94208908081055,1.0
137.561274,59.9541624,29.931001663208008,10.0
172.560138,59.940942,23.557069778442383,1.0
136.23579600000002,59.9330378,45.93262481689453,10.0
168.33596400000002,59.9079749,46.464500427246094,1.0
176.93870850000002,59.8866425,22.18815803527832,5.0
177.028764,59.8765485,20.564647674560547,10.0
170.544645,59.8705578,10.28303337097168,1.0
207.857721,59.8637584,27.549978256225586,10.0
153.7379535,59.8532432,9.596685409545898,3.0
207.234747,59.8358839,41.79470443725586,15.0
138.8831775,59.8301843,13.400507926940918,10.0
206.672517,59.8229197,17.065587997436523,15.0
153.746454,59.8175452,11.171751022338867,3.0
209.5690605,59.8143016,33.97201156616211,1.0
227.92070999999999,59.808913,89.3554916381836,5.0
235.3867485,59.7552886,26.49239730834961,15.0
208.893033,59.7428209,61.676719665527344,10.0
209.0264205,59.7420061,98.20220947265625,15.0
130.1049615,59.727675,9.97978687286377,1.0
252.73399949999998,59.7189444,26.31002426147461,5.0
191.072253,59.7188258,14.425180435180664,1.0
203.4057555,59.7155858,11.998342514038086,1.0
193.51220849999999,59.7081621,9.185890197753906,1.0
208.12186350000002,59.6746851,23.72035789489746,15.0
207.3564555,59.6420817,11.120421409606934,10.0
208.8996735,59.6205873,26.860942840576172,15.0
177.4868895,59.6034928,18.49785041809082,10.0
170.024613,59.5959366,9.552592277526855,10.0
