71.19811,-90.115974,194.74086,-597.3126,-90.7239,-439.73428,248.74875,292.84595,-352.61517,-197.84903,-145.25868,-186.57138,-76.156395,-647.5043,-12.959758,-178.52301,-460.43768,13.146212,331.92273,-263.6304
16.783228,296.2579,372.80997,263.43582,173.5156,-909.6648,503.5722,287.38892,-122.069244,-242.86174,231.56644,-216.17047,148.99976,97.31807,318.7741,500.34363,-410.37228,-36.090252,-603.3313,-335.8717
-302.74258,229.35327,-74.784615,-33.44431,-50.94,-76.996826,684.998,-126.04106,-52.928738,-488.95932,-444.95157,-291.90854,54.71602,-99.42096,457.85822,787.2142,-194.39722,-539.12286,-750.35974,-104.23892
-166.14905,182.43472,-214.99635,-329.46127,-295.7446,318.51416,218.58667,-615.65063,-340.10052,194.21794,223.83144,45.35716,252.58884,65.29031,14.288499,104.17492,213.6651,-390.8128,-497.92545,20.376219
613.3771,-281.322,-951.20593,-321.8363,-113.062675,8.232161,-213.58379,174.24556,-34.64547,-402.97055,106.80788,377.5215,266.97308,616.93896,-338.8128,-725.21674,-471.70746,-800.3503,-255.80739,-496.84897
104.475555,235.17223,-154.84036,22.301853,-282.92285,74.85995,59.500633,389.58176,-96.63725,201.0022,940.2827,224.16243,171.59413,358.73636,70.46585,-72.92357,823.28375,35.258415,495.77774,290.39664
-603.1697,-361.2254,397.99188,-131.46901,-480.31494,174.45566,-104.584335,-443.35718,241.73383,794.2804,529.7811,210.92465,578.98303,-49.191,363.30515,-11.133051,390.17596,-329.68393,31.61408,-106.459305
351.3304,-93.03435,610.0679,-65.06306,11.317771,56.272705,-266.87286,-170.19365,13.31045,3.1238358,361.99448,-350.86456,267.62787,-352.94638,372.94882,-97.40137,-60.249027,-4.8731036,-51.104244,183.60295
216.9102,241.25728,-91.72638,-654.3949,-77.100685,114.18812,250.26578,-330.51447,6.438421,-57.305748,252.44852,-18.268936,572.26074,235.91277,209.5162,-75.80945,5.5778675,148.71213,788.8884,574.92377
23.800274,214.00885,-483.1128,825.22815,409.35342,-438.1285,28.281857,-359.60632,386.24878,136.28366,259.13083,640.2208,816.4464,23.276678,-667.2697,-215.76407,-19.011515,242.44135,343.0596,-31.534388
114.60751,445.06628,-64.47972,-348.31198,-243.53249,-57.7224,-170.14243,-384.67368,42.38271,214.58524,270.06842,-346.58682,-95.735466,-79.666885,-86.329315,1.0209183,150.06117,369.38504,-138.72523,64.74546
89.30121,-11.143597,61.863453,-362.48102,168.29065,-152.59715,-223.84418,445.76535,-23.368773,-584.2486,612.1493,249.5457,79.78244,-526.0819,-584.9283,-161.71385,-146.99536,480.2768,358.93332,163.9841
54.08918,-205.4555,-224.99042,-171.02979,-171.97633,-381.81134,5.6769266,201.16257,139.82463,82.95699,81.39441,226.51535,410.51212,55.65688,-717.0096,-420.7259,-444.72214,-753.403,-34.26964,-450.5111
182.73096,229.87779,405.36157,-99.21524,-164.39186,-407.11057,35.92761,183.833,-190.2283,-68.68641,479.4279,281.75812,-371.19357,385.57394,-146.17622,228.4634,-149.6807,26.856173,1164.534,142.27621
574.4051,-659.39886,-529.02466,-936.8851,-647.4745,2.0593202,1028.7633,513.5658,-249.84573,675.8243,581.1997,-85.13563,230.33626,706.7829,-662.7616,-413.09915,-178.32536,60.77956,693.1104,-529.1623
389.09543,166.55911,181.20227,-557.83,-541.79,-206.63248,821.02625,446.7799,-120.64115,588.50665,740.8527,-6.208459,-20.326406,-135.44592,3.583425,342.37,-229.40688,-151.13318,-65.05364,-492.52847
117.27703,-54.51049,-285.88504,181.68504,198.45381,322.5574,306.65662,790.32806,823.55035,259.51907,272.4539,-48.413277,-323.6824,-172.38156,-2.9954357,-216.00429,-621.03687,-542.11035,-250.4895,-767.7383
-8.4507065,439.31567,-354.62277,-367.34424,-192.2387,-111.08756,-746.8324,593.4494,1075.0104,155.4937,300.6645,-313.85934,128.37415,305.80762,124.395744,-340.57056,158.60092,-627.87225,426.47336,179.44417
369.382,328.93292,-66.28876,-327.31012,-38.82555,-194.82086,-446.7456,-19.580313,-540.3251,-50.88178,546.728,102.461815,261.13892,148.87091,-237.9717,-715.7638,-290.6524,-225.3645,180.85625,401.60025
-157.23438,474.43243,117.85097,-449.28244,-132.54407,-99.431526,110.108154,197.74686,-83.09767,-287.9803,268.5748,180.97894,-291.51462,34.34625,-245.17557,-233.9294,313.28165,-389.35602,-1007.4007,-275.94275
-543.51306,469.63193,-137.77673,-393.3506,-300.35803,-702.3348,41.23845,-390.49783,54.03092,-253.62901,306.65277,-39.402466,-327.28568,351.5688,-156.19417,-233.35384,-59.19586,-273.9687,-539.6922,-270.73172
-394.22382,-236.06087,-168.65805,175.71527,266.35126,-234.72621,338.74734,-531.1069,-61.35056,68.63156,145.8726,-738.8628,-160.51692,369.95013,-291.11853,-367.0142,-840.5675,-179.04515,-312.82776,-63.55367
328.16638,-102.198296,366.92508,188.90817,53.031094,-473.47415,168.51794,724.2229,-564.1847,-452.98706,-124.9921,218.60376,659.4963,22.75923,-330.37503,337.91058,209.9147,251.68298,123.23956,-823.6335
811.5116,-73.68523,339.90366,-216.9088,-745.08203,-181.6529,426.71588,567.7002,-279.04153,124.61933,48.475525,-38.681553,-335.26575,-279.82803,-885.39935,-601.51996,174.78795,165.42607,508.6831,-164.87823
548.69165,198.63821,380.60135,-446.56992,226.4225,-41.13807,-492.82196,-208.24539,-836.1007,-587.62537,68.68178,332.24155,-44.70547,-412.08524,-161.38818,318.2168,41.87229,-13.990915,-12.045032,101.71061
-104.05625,52.48873,66.86265,-143.49907,70.81306,142.72455,-443.2141,87.736465,-13.462262,-544.9845,131.38113,431.39597,-102.88064,-190.75766,-535.3375,277.27728,-379.95847,-246.66222,179.71805,203.54489
216.83075,97.139824,-72.54047,-73.70719,-63.68606,-157.98021,-184.20517,336.33795,164.9818,-415.88843,-256.18842,-311.7935,-246.85324,576.8751,59.09162,97.98825,254.13396,685.8824,-27.854784,-706.3686
-138.03627,-168.58392,276.4974,854.17267,108.97165,182.51645,462.21698,542.4871,424.3388,456.21512,-753.0529,-101.924965,-533.0017,-379.00436,-571.21246,0.6653155,126.18698,288.22104,-688.899,-751.3844
-72.05036,-210.25354,-177.45386,818.6671,-507.63187,75.71803,742.00323,-100.246735,-508.32974,219.8821,-167.71452,-86.52211,-103.51141,394.5712,-374.63226,-896.4445,-353.87003,-122.122284,-61.59568,69.59949
-814.50323,-579.9659,-1082.9066,75.480515,-302.03082,515.9038,-24.043257,-937.43805,-551.66956,-59.21419,161.78181,-176.50592,282.97952,380.2347,518.61194,-146.06761,241.20097,15.926562,-5.136518,294.21622
-333.1325,-80.147575,35.679546,752.7681,-227.4139,-232.67133,-275.06305,78.23465,-417.01312,331.22253,567.54846,-260.04086,51.597855,211.95386,109.23553,184.58665,34.583206,465.5159,89.75671,228.44012
40.33292,-224.24554,-1197.9329,-67.85802,-619.0014,-736.59607,-557.11487,373.86475,-108.154045,-4.93105,178.38632,-450.4241,-158.91704,165.0907,-364.9826,855.36316,-200.71463,351.20908,91.027695,44.10829
558.49896,908.03046,388.20816,845.6615,349.52795,35.096306,129.20741,190.25505,324.9558,-345.06912,365.0929,-860.8662,-179.18805,1340.0721,-754.6687,49.028877,-229.65215,74.22601,544.151,-4.4797196
-41.49606,112.45333,392.81985,-171.20836,-111.9222,173.80864,561.9185,151.24721,393.4082,-171.0552,718.07324,-212.69324,-54.86488,603.0028,224.78322,423.93506,-394.47067,69.68564,69.312874,-248.72919
392.7331,-226.85352,-617.2044,8.967344,88.15352,75.06727,-369.86682,-187.95715,81.935455,-258.50906,-180.13675,-634.52185,723.59906,499.2699,745.9801,271.49564,-93.36298,221.13292,325.40616,-100.31128
-13.887091,734.16876,-155.46545,272.79953,305.96423,423.4203,43.370747,-239.89523,-60.443935,-278.0968,257.86734,230.49287,481.09335,-25.161777,125.7131,-421.7822,-132.18375,-7.768099,-247.46584,-465.83853
743.8293,1645.6509,656.2747,362.51346,118.850075,312.2451,-105.58508,98.92542,-117.85615,74.57355,585.3956,-437.9801,-239.83585,600.5039,467.07077,-566.3121,406.82767,-13.545369,-148.01448,-76.29052
1388.3381,1398.4309,1044.2039,350.48047,-54.384354,-8.89839,-24.98086,515.7769,39.871014,236.96092,-202.01036,-603.44116,-437.22156,-159.68759,-264.72845,-480.9665,487.57202,407.8019,609.2582,-26.299273
1462.3953,1049.7406,410.74426,467.8472,549.3954,627.26105,542.9795,683.0853,-20.869057,400.29193,-148.29604,-63.47585,86.00383,-81.878174,315.9219,-469.8008,-944.8689,-154.14072,334.23965,-437.44342
1078.272,1747.754,912.2387,1518.8405,1191.9275,592.4262,253.72063,531.2764,63.21421,242.36394,235.8164,157.35966,366.49152,516.1421,306.16385,469.13385,30.583418,107.26677,-235.98253,-638.42377
525.4651,1242.8453,1026.022,1445.8076,1431.1058,1597.0322,932.62085,225.5326,-28.97347,-285.64233,106.425476,356.02957,-51.938725,197.50385,-475.2319,-686.7992,-220.48265,-246.09267,-124.33074,-351.00784
254.4247,643.547,1527.7395,1722.3762,1930.7745,2112.0776,776.3393,521.1531,789.9156,505.3919,665.53845,358.14444,-308.26678,-705.5981,-852.36304,-931.0352,-238.80324,-224.67162,-19.335316,-196.60472
293.29346,1224.494,1564.0067,1855.274,2072.4653,1706.595,2019.3682,1204.8698,1340.7625,572.8696,1035.853,216.08127,-566.75226,101.245,-323.6846,-207.12025,74.593445,-460.78772,18.372314,-162.69713
